MATRICULA;RAZON SOCIAL;MUN-COMERCIAL;EMAIL-COMERCIAL;CIIU-1;ACTIVIDAD
84650;DROGUERIA HIPERFARMA ANSERMANUEVO;76041 - ANSERMANUEVO;inquietos738@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;FARMACIA
84830;SALA COSMETICA;76041 - ANSERMANUEVO;saydanyuranyhernandez@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE COSMETICOS  ARTICULOS DE TOCADOR Y PRODUCTOS DE BELLEZA.
84850;LA TIENDA DE LOS PERFUMES; YOPAL;latiendadelaslociones1110.ch@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
85103;SOLUCIONES ORTOPEDICAS CARTAGO;76147 - CARTAGO;solucionesortopedicascartago@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO DE PRODUCTOS ORTOPEDICOS
85286;DROGUERÍA SALUD Y BELLEZA VIP;76622 - ROLDANILLO;arango17688994@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS OTRAS ACTIVIDADES DE TELECOMUNICACIONES  Y ACTIVIDADES DE IMPRESIÓN.
85315;TIENDA DE BELLEZA Y SPA VANIDAD LATINA;76622 - ROLDANILLO;gamio67@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA COSMETICOS MAQUILLAJE  SERVICIO DE MASAJES Y SPA
85329;ESSENCE DE PARIS;76147 - CARTAGO;essencedeparis@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
85504;CENTRO NATURISTA LOS TRES GIRASOLES;76400 - LA UNION;rubieforero@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
86399;TIENDA ESOTERICA Y NATURISTA LOS SANTOS;76147 - CARTAGO;francimarlot7911@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;TIENDA NATURISTA Y ESOTÉRICA
86655;DROGUERIA PRINCIPAL CARTAGO;76147 - CARTAGO;lopehillo@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
86717;BUDA DE LA PROSPERIDAD;76147 - CARTAGO;budadelaprosperidad@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS  RIEGOS Y PRODUCTOS ESOTÉRICOS
86786;DROGUERIA GUAYACANES;76147 - CARTAGO;guayacanesdrogueria@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA
86899;TIENDA NATURISTA EL GUARDIAN DE LA SALUD;76020 - ALCALA;jairochavarriagaflorez@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES Y FARMACEUTICOS
87019;VARIEDADES PALO SANTO;76863 - VERSALLES;camilah_0521@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MAQUILLAJE ACCESORIOS
87037;FARMATORO; YOPAL;vanessita_86@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
87128;GRUPO AMAZONICO;76147 - CARTAGO;restrepojosejesus1@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES
87316;SURTIDROGAS ER;76400 - LA UNION;garo1920@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADO
87363;LA PERFUMERIA JOYAS Y ACCESORIOS;76147 - CARTAGO;noramilevalencia@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO DE PERFUMES  ACCESORIOS RELOJES
87898;DROGUERIA FAMILIAR L&M;76400 - LA UNION;milmequi85@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
87942;DROGUERIA GUADALUPE CARTAGO;76147 - CARTAGO;drogueriaelnegritocartago@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
87962;CENTRO NATURISTA ANLYNATURA EL CAIRO;76246 - EL CAIRO;fulalucia2019@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;TIENDA  NATURISTA
87976;DISTRIBUIDORA FASHION;76020 - ALCALA;margaritariossanchez0@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE COSMETICOS Y ARTICULOS DE BELLEZA.
88065;EL MUNDO DE LA BELLEZA LA 13 DM;76147 - CARTAGO;milenaleon0188@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE COSMETICOS  ARTICULOS DE TOCADOR Y PRODUCTOS PARA LA BELLEZA.
88175;DROGAS DON DAGO;76147 - CARTAGO;dagovaregonza16200@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;OMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS
88261;DROGUERÍA LA 14;76147 - CARTAGO;drogueriaelnegrito2@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA
88577;DROGAS LA ECONOMIA CARTAGO 3;76147 - CARTAGO;dpdcontabilidad@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
88611;PREVISALUD J.L.;76147 - CARTAGO;jose14087@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
88653;DROGUERIA PROSALUD CARTAGO;76147 - CARTAGO;dorismora0627@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
88901;GENESA SF LA UNION;76400 - LA UNION;fernando_puerto@sies.com.co;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR.
89282;PERFUMERIA TU AROMA NO SOLO TE IDENTIFICA... TE DEFINE;76147 - CARTAGO;tuaromacartago@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
89381;DROGUERIA TU SALUD ANSERMANUEVO;76041 - ANSERMANUEVO;josenpv@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR.
89943;DROGUERIA GUADALUPE D.L.R.; YOPAL;ladysrestrepo1993@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE MEDICAMENTOS   PRODUCTOS FARMACEUTICOS  ARTICULOS DE TOCADOR Y COSMETICOS.
8996;SERVIAGRO;76147 - CARTAGO;serviagro10@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS  ACTIVIDADES VETERINARIAS
90158;YAMILET ABADIA PERFUMERIA OB;76497 - OBANDO;diana11_camiia@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE ESENCIAS Y PERFUMES
90231;FARMACIA NATURAL;76147 - CARTAGO;dp_06@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE MEDICAMENTOS  PRODUCTOS COSMETICOS Y DE TOCADOR.
90355;CENTRO NATURISTA LA CASA VERDE LA UNION;76400 - LA UNION;casaverdelaunion@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS
90415;DROGUERIA MEDICAR CARTAGO 4;76147 - CARTAGO;johan_1995pro@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
90436;DROGUERIA FARMA-ENTREGA DEL VALLE SF;76147 - CARTAGO;drog.farmaentrega@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DISPENSACIÓN DE MEDICAMENTOS E INSUMOS MÉDICOS POR MEDIO DE CONTRATOS Y CONVENIOS A ENTIDADES PRESTADORAS DE SERVICIOS EN SALUD
90526;CAMPO FUTURO DEL DOVIO;76250 - EL DOVIO;earrendondomvz@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS VENTA DE ANIMALES DOMESTICOS Y ALIMENTOS CONCETRADOS -ACTIVIDADES VETERINARIAS
90556;FARMAHORRO DEL NORTE;76622 - ROLDANILLO;jarim311@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS AL POR MENOR
90605;VANIDOSAS BELLEZA LATINA;76147 - CARTAGO;isabel-27@outlook.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS COSMETICOS  DE TOCADOR Y DE BELLEZA EN GENERAL
93202;DISTRIBUCIONES ODONTOLOGICAS DEL NORTE DEL VALLE;76147 - CARTAGO;vanessaburitica96@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE INSUMOS ODONTOLOGICOS Y ARTICULOS PARA LA HIGIENE ORAL  FABRICACION DE INSTRUMENTOS  APARATOS Y MATERIALES MEDICOS Y ODONTOLOGICOS (INCLUIDO MOBILIARIO).
90845;AGROPECUARIA DEL NORTE EL SAMAN;76400 - LA UNION;fabian-bedoya@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS  EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)  ACTIVIDADES DE APOYO A LA AGRICULTURA  COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR
90873;DROGUERIA LAS GEMELAS;76497 - OBANDO;stellacorreacastro@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA
91171;MARLY FORY PELUQUERIA;76147 - CARTAGO;marly-531@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS COSMETICOS
91232;DROGAS EL TREBOL CARTAGO NRO3;76147 - CARTAGO;fabioalvarez0418@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES ETC. ACTIVIDADES DE POSTALES NACIONALES
91378;DROGAS ORDOÑEZ CENTRO;76147 - CARTAGO;jaimealbert25@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMEINTOS ESPECIALIZADOS
91577;AMERICAN´S BOUTIQUE BY YESSICA RESTREPO; YOPAL;bellajeans511@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS (INCLUYE ARTICULOS DE PIEL) EN ESTABLECIMIENTOS ESPECIALIZADOS.
91623;DROGUERIA SUPERSALUD OBANDO;76497 - OBANDO;samathalc30052019@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR.
91743;DROGUERIA ALBERT;76041 - ANSERMANUEVO;yuranimorales2018@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS
91802;EMMANUEL DROGUERIA;76400 - LA UNION;wilianocampo@yahoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
91960;DROGUERIA UNIFAMILY LA 3RA;76147 - CARTAGO;yulianrivera0303@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS
92046;DROGUERIA MEDICAR CARTAGO 3;76147 - CARTAGO;walters.0@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS
92076;DROGUERÍA SERVIDROGAS 4848;76622 - ROLDANILLO;marielazuleta1974@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y VENTA DE ACCESORIOS
92137;DROGUERÍA SAN PEDRO LA UNIÓN;76400 - LA UNION;echeverrywillian1980@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
92190;DROGUERIAS MEDISFARMA N°13;76622 - ROLDANILLO;gerencia@medisfarma.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
92276;LA REBAJA PLUS DROGUERIA N° 4 CARTAGO;76147 - CARTAGO;copservir@copservir.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
92410;VARIEDADES LA CONSENTIDA;76147 - CARTAGO;fabianmosquera400@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS VARIADOS PARA EL TRATAMIENTO Y BELLEZA DEL CABELLO. COMERCIO AL POR MENOR DE EXTENSIONES DE CABELLO Y PRODUCTOS RELACIONADOS.
92709;LA MANZANILLA II;76250 - EL DOVIO;yhusvita@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES
92728;CENTRO NATURISTA LA CASA VERDE M.P;76622 - ROLDANILLO;casaverderoldanillo@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES
92951;MEDICPLUS S.A.S. CARTAGO;76147 - CARTAGO;medicplusgerenciageneral@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DISPENSACIÓN DE MEDICAMENTOS  DISPOSITIVOS MÉDICOS
92967;DROGUERIA FARMAVIDA CARTAGO;76147 - CARTAGO;cesar.704@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR.
93214;DISTRIBUIDORA Y SALA DE BELLEZA SOLANCH;76250 - EL DOVIO;solanch21@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS COSMÉTICOS Y DE PELUQUERÍA Y PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA
93222;FISIOKINEC STORE;76147 - CARTAGO;frisyvalencia@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACIÓN DE PRODUCTOS ORTOPÉDICOS Y DE FISIOTERAPIA
93294;DROGAS CARTAGO 53;76147 - CARTAGO;klaugiro@outlook.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS  ELEMENTOS DE ASEO Y PERFUMERIA
93296;LIPS BEAUTY MAKE UP & ADVICE;76400 - LA UNION;elizatury@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS DE BELLEZA VENTA DE ACCESORIOS SERVICIO DE ARREGLO DE UÑAS Y MAQUILLAJE ENTRE OTROS.
93373;DISTRIBUIDORA COSMO BELLEZA ALCALA;76020 - ALCALA;jenniferandreaospinamarin80@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE ARTICULOS E INSUMOS PARA PELUQUERIA. COMERCIO AL POR MENOR DE ARTICULOS DE TOCADOR Y COSMETICOS
93448;MEDICPLUS S.A.S. CARTAGO 2;76147 - CARTAGO;medicplusgerenciageneral@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DISPENSACION DE MEDICAMENTOS Y DISPOSITIVOS MEDICOS.
93451;FARMACIAS INNFARMA;76250 - EL DOVIO;yicros@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
93599;GLAM BELLEZA 17;76147 - CARTAGO;vanessap0207@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA
93645;LA BOTICA DE LOS ABUELOS;76147 - CARTAGO;boticaabuelos@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS  MEDICINALES  ORTOPÉDICOS  ORTÉSICOS Y PROTÉSICOS  SUPLEMENTOS NUTRICIONALES   ARTÍCULOS COSMÉTICOS Y TODO PRODUCTO RELACIONADO CON HOSPITALIZACION EN CASA. ACTIVIDADES DE APOYO TERAPEUTICO.
93719;CENTRO NATURISTA  SAN MIGUEL LA UNION VALLE;76400 - LA UNION;dobetoque@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS DE VENTA LIBRE
93874;SAN PROSPERO DE AQUITANIA;76147 - CARTAGO;sshara.16@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS ESOTÉRICOS
93925;MEDICPLUS S.A.S. EL CAIRO;76246 - EL CAIRO;mediplusgerenciageneral@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
94000;NUTRICION IMPERIAL;76147 - CARTAGO;nutricion_imperial@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE SUPLENTOS NUTRICIONALES. COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y ACCESORIOS
94238;SEXY COLLECTION GRASSE;76622 - ROLDANILLO;marthacelestial@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO PRODUCTOS DE PERFUMERÍA Y ARTÍCULOS DE TOCADOR  VARIEDADES Y PRENDAS DE VESTIR.
94245;DROGUERIA ALEMANA 128;76147 - CARTAGO;notificacionlegal@gropopular.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACION DE MEDICAMENTOS AL POR MENOR  COSMETICOS  PRODUCTOS DE TOCADOR Y OTROS
94317;IDEOC MULTISERVICIOS;76147 - CARTAGO;ideocmultiservicios@gmail.com;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;ACTIVIDADES DE IMPRESION  ACTIVIDADES DE MENSAJERIA  COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES  MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES
94528;TIENDA DISTRIBUIDORA CROMATIC ASEO Y BELLEZA;76250 - EL DOVIO;juank010891@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DISTRIBUIDORA DE PRODUCTOS DE BELLEZA Y SERVICIO DE PELUQUERÍA Y VARIEDADES
94566;FARMASERVICIOS ROLDANILLO;76622 - ROLDANILLO;lincyj27@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
94676;PARQUE DE DIVERSIONES MAGIC;76147 - CARTAGO;jaddyestrella@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS COSMETICOS Y PERFUMES
