ORGANIZACIÓN JURÍDICA,CATEGORÍA,RAZÓN SOCIAL,NIT,DIRECCIÓN,BARRIO,TELÉFONO CONTACTO,EMAIL,PERSONAL,LATITUD,LONGITUD,LOCALIZACIÓN
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,COMERCIALIZADORA SURTIVARIOS B S.A.S,9014438764,CARRERA 7 N 45A  28,00114 - BRR MONTECARLO,3123798796,surtivarios@gmail.com,5,5.3136687,-72.4018633,POINT (-72.4018633 5.3136687)
ESTABLECIMIENTO,No Aplica,COMERCIALIZADORA SURTIVARIOS B,9014438764,CARRERA 7 NRO 45A-28,00114 - BRR MONTECARLO,3123798796,surtivarios@gmail.com,5,5.3136687,-72.4018633,POINT (-72.4018633 5.3136687)
ESTABLECIMIENTO,No Aplica,HUGO MOTOS YOPAL,10184786964,CARRERA 21 Nro. 12 - 57,00005 - BRR BELLO HORIZONTE,3115072717,laucardozo28@gmail.com,1,5.3453446,-72.397905,POINT (-72.397905 5.3453446)
ESTABLECIMIENTO,No Aplica,SERVICIOS Y SUMINISTROS MULTI-SERVIS,94502341,CALLE 35 N 41-05,00130 - BRR LLANO VARGAS,3102700878,adelmocortes@hotmail.com,1,5.3312498,-72.38214,POINT (-72.38214 5.3312498)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,SUCURSAL,HI CLEAN COL SAS SUCURSAL YOPAL,9011888603,CALLE 15 21-105,00030 - BRR EL GAVAN,3040914,contacto@hicleancolombia.com,1,5.3438793,-72.3963077,POINT (-72.3963077 5.3438793)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,INDUSTRIAL DE EXTINTORES COLOMBIA SAS,9015485328,CARRERA 5 CALLE 25 40,00043 - BRR LA CAMPINA,3204863122,fac.admiecol@gmail.com,1,5.3192573,-72.4047227,POINT (-72.4047227 5.3192573)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,DR JUAN BECERRA S.A.S,9015696421,CALLE 13 29-41 ED MEDILINK CS 208,00007 - BRR BRISAS DEL CRAVO,3103340975,doctorjuanbecerra@gmail.com,1,5.3488063,-72.3914374,POINT (-72.3914374 5.3488063)
ESTABLECIMIENTO,No Aplica,VITAL CHRISOL,211830151,CARRERA 24 N 25-34,00046 - BRR LA FLORESTA,3187952195,luchis0407@gmail.com,2,5.3366145,-72.3897972,POINT (-72.3897972 5.3366145)
ESTABLECIMIENTO,No Aplica,LABOPAT ORINOQUIA,11185439834,CL 24 N 19 15 PISO 1 LOCAL 3,00030 - BRR EL GAVAN,6334370,labopator@gmail.com,1,5.335016,-72.3952558,POINT (-72.3952558 5.335016)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,SERVICIOS EN SALUD RENACER SAS,9016372927,CALLE 30 N 35 61,00270 - BRR VILLA SALOME,3118620905,gerencia@ipsrenacer.com.co,1,5.3381296,-72.378725,POINT (-72.378725 5.3381296)
ESTABLECIMIENTO,No Aplica,LUPE&ANGEL,94334985,CR 8 15 53,00026 - BRR EL CENTRO,3213228010,lupeangel317@gmail.com,2,5.3415507,-72.4069351,POINT (-72.4069351 5.3415507)
ESTABLECIMIENTO,No Aplica,LAURA SOFIA,11185712130,TORRES DEL SILENCIO TORRE 18 APARTAMENTO101,00169 - TORRES DEL SILENCIO,3142274219,sofiabautista037@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,TOMOX 4D CENTRO RADIOLOGICO ESPECIALIZADO YOPAL,9015268897,CALL 9 N22 42,00026 - BRR EL CENTRO,3228639068,tomoxradiologico2@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,COMERCIALIZADORA C&AT S.A.S,9016925330,CR 5 A 48 34,00094 - BRR CHAVINAVE I,3204073116,comercializadorac70@gmail.com,0,5.3098422,-72.403114,POINT (-72.403114 5.3098422)
ESTABLECIMIENTO,No Aplica,VARIEDADES LUZ DEL CAMPO,378777654,MARGINAL 5 -18,00284 - CORREGIMIENTO,3203404818,variedadesluzdelcampo@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,EXTINTORES  DOTACIONES  FERRETERIA Y EQUIPOS S.A.S.,9017387416,CARRERA 20 24 38,00075 - BRR PROVIVIENDA,3214539000,aylextintores@gmail.com,1,5.335356,-72.3939351,POINT (-72.3939351 5.335356)
ESTABLECIMIENTO,No Aplica,DENTI LLANOS ODONTOLOGIA ESTETICA,334805024,CARRERA 22 N 13 41,00005 - BRR BELLO HORIZONTE,3228050885,beccyricaurte@outlook.es,0,5.3452568,-72.3963857,POINT (-72.3963857 5.3452568)
ESTABLECIMIENTO,No Aplica,MINISO UNICENTRO YOPAL,9011376995,CARRERA 29 NO. 14 - 47 SUBDIVISION,00135 - BRR PUERTO AMARILLA,7467478,administracion@miniso.co,5,5.3478142,-72.390272,POINT (-72.390272 5.3478142)
ESTABLECIMIENTO,No Aplica,FERRETERIA  AGROPECUARIA FLOR AMARILLO,336453454,CALLE 30 N 19 10,00083 - BRR EL 20 DE JULIO,3112717663,floramarillo645@gmail.com,0,5.3309781,-72.391482,POINT (-72.391482 5.3309781)
ESTABLECIMIENTO,No Aplica,DOCE GAROTA CLOTHES,10509701478,C.C EL HOBO LOCAL 120,00127 - BRR VALLE DE LOS GUARATAROS,3015912023,mariajose0803@outlook.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,VARIEDADES ROMILUZ,463517437,CARRERA 9 20 17,00024 - BRR EL ALCARAVAN,3103202172,luzmarina1557@yahoo.com,1,5.3346165,-72.4053103,POINT (-72.4053103 5.3346165)
ESTABLECIMIENTO,No Aplica,METALICAS Y ORNAMENTACION SOTO,604076693,CALLE 25 N. 6 92,00045 - BRR LA ESPERANZA,3202276589,metalicassoto@hotmail.com,1,5.3303422,-72.4072981,POINT (-72.4072981 5.3303422)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CENTRO DE INVESTIGACION NACIONAL Y APOYO DIAGNOSTICO S.A.S.BIC,9001608962,CARRERA  2 N 2 60,00157 - CORREGIMIENTO EL MORRO,3204334291,cinad.orinoquia@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,CENTRO DE INVESTIGACION NACIONAL Y APOYO DIAGNOSTICO S.A.S,9001608962,CARRERA 2 N 2 60,00157 - CORREGIMIENTO EL MORRO,3204334291,cinad.orinoquia@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CENTRO DE PSICOLOGIA SANAMENTE S.A.S.,9002359061,CARRERA 31A N 21-77,00009 - BRR CARIBABARE,3202355038,sanamentecentropsicologia@gmail.com,1,5.3433252,-72.3849763,POINT (-72.3849763 5.3433252)
EMPRESAS UNIPERSONALES,PRINCIPAL,GAIAF E.U,9002766689,CALLE 30 28-46 TORRE 7 APT 102,00003 - BRR ALTOS DE MANARE,3144233637,ozalito40@hotmail.com,1,5.3347314,-72.3839526,POINT (-72.3839526 5.3347314)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,ASESORIA Y CONSULTORIA DE COLOMBIA G&M S.A.S,9004749668,CALLE 27 NO 12-17,00012 - BRR CASIQUIARE I,3176467632,asesoriayconsultoriagym@gmail.com,0,5.3301222,-72.40062,POINT (-72.40062 5.3301222)
ESTABLECIMIENTO,No Aplica,LA DECIMA DISTRIBUCIONES DEL LLANO,10741306196,CALLE 10 20-35,00026 - BRR EL CENTRO,3212020291,distridecima2029@hotmail.com,2,5.3470064,-72.3996591,POINT (-72.3996591 5.3470064)
ESTABLECIMIENTO,No Aplica,MUEBLES CON DISEÑO,11185695841,CARRERA  16 N 17-11,00045 - BRR LA ESPERANZA,3204002836,mueblescd@hotmail.com,6,5.3395064,-72.3999597,POINT (-72.3999597 5.3395064)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,PROTEPP S.A.S,9009766643,CARRERA 19 N 18  44,00026 - BRR EL CENTRO,6340606,proteppsas@gmail.com,1,5.3395301,-72.3974029,POINT (-72.3974029 5.3395301)
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORA LA GRAN BODEGA PAISA,708276344,CARRERA 20  10-68,00026 - BRR EL CENTRO,3103221242,alberto2017aristi@hotmail.com,1,5.3462395,-72.3997797,POINT (-72.3997797 5.3462395)
ESTABLECIMIENTO,No Aplica,DISTRIBUCIONES OL,113891507,CARRERA 14  Nro. 22-12,00071 - BRR PRIMERO DE MAYO,3118485249,distribuciones.ol.casanare@gmail.com,3,5.3343822,-72.3997726,POINT (-72.3997726 5.3343822)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,AGENCIA,AGROINTEGRAL ANDINA S.A.S,8605114582,CR 23 33 07,00033 - BRR EL PARAISO,3102022349,impuestos@grupogral.co,8,5.3315723,-72.3878591,POINT (-72.3878591 5.3315723)
ESTABLECIMIENTO,No Aplica,ESQUINA JUGOS DE LA 27,334812110,CARRERA 21 27 03,00075 - BRR PROVIVIENDA,3228405030,carito.1624@hotmail.com,1,5.3337537,-72.3917652,POINT (-72.3917652 5.3337537)
ESTABLECIMIENTO,No Aplica,VARIEDADES KALEX,10766500679,CARRERA 2E NO. 34A - 40,00101 - BRR SIETE DE AGOSTO,3102474370,torres14092009@hotmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,BLANCO SERVICIOS INTEGRALES SAS,9012917311,CALLE 27 N. 11 - 75,00050 - BRR LA UNIDAD,3173749593,blancoserviciosintegralessas@gmail.com,3,5.3301405,-72.4013177,POINT (-72.4013177 5.3301405)
ESTABLECIMIENTO,No Aplica,TIENDA MOJITO,11185518600,CALLE 10 NRO 22 - 15,00026 - BRR EL CENTRO,3202274847,anaroorr@hotmail.com,2,5.347863,-72.3979643,POINT (-72.3979643 5.347863)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,AGRICOLA PIEDEMONTE SAS,9013743846,CALLE 24 6 64,00033 - BRR EL PARAISO,3118062213,agricolapiedemonte@gmail.com,1,5.3310377,-72.4082224,POINT (-72.4082224 5.3310377)
ESTABLECIMIENTO,No Aplica,PAPELERIA YOPAL,9015841819,CALLE 11 N 20 59,00026 - BRR EL CENTRO,3132622612,cesartrujillo2585@gmail.com,1,5.3463768,-72.3991537,POINT (-72.3991537 5.3463768)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,TOTAL BYS SERVICES SAS,9013874668,TRANSVERSAL 9C 13-41,00064 - BRR LUIS MARIA JIMENEZ,3114967986,totalbyservices@gmail.com,1,5.3366771,-72.4057794,POINT (-72.4057794 5.3366771)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,DOLCE ROMA CATERING Y SERVICIOS S.A.S.,9013925895,CARRERA 27 Nro. 13 - 05,00057 - BRR LOS HELECHOS,3114982369,dolceromaeventos@gmail.com,8,5.3477663,-72.3924523,POINT (-72.3924523 5.3477663)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CENTRO MEDICO EL ALCARAVAN S.A.S.,9014560299,CARRERA 23 N 12  43 CS 103,00059 - BRR LOS LIBERTADORES,3176687592,wilmerfragozo73@yahoo.es,2,5.3464979,-72.3958924,POINT (-72.3958924 5.3464979)
ESTABLECIMIENTO,No Aplica,CENTRO MEDICO EL ALCARAVAN,9014560299,CARRERA 23 N 12  43 CS 103,00059 - BRR LOS LIBERTADORES,3176687592,wilmerfragozo73@yahoo.es,2,5.3464979,-72.3958924,POINT (-72.3958924 5.3464979)
ESTABLECIMIENTO,No Aplica,TIENDA MOJITO 2,11185518600,CENTRO COMERCIAL MORICHAL PLAZA,00055 - BRR LOS ANDES,3202277447,anaroorr@hotmail.com,2,5.3394573,-72.3860806,POINT (-72.3860806 5.3394573)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,ARQING ESPECTRO SAS,9015615923,CALLE  18 N  15  70,00045 - BRR LA ESPERANZA,3192721851,infra.ssc@gmail.com,0,5.3385539,-72.3999712,POINT (-72.3999712 5.3385539)
ESTABLECIMIENTO,No Aplica,LA DECIMA DISTRIBUCIONES DEL LLANO EXPRESS,10741306196,CARRERA 20 13 51,00005 - BRR BELLO HORIZONTE,3112775496,distridecima2029@hotmail.com,2,5.3441204,-72.3983091,POINT (-72.3983091 5.3441204)
ESTABLECIMIENTO,No Aplica,DISTRIBUCIONES ZEUX S.A.S,9015943556,CR 12 N 25 A 16,00053 - BRR ALAMOS,3202712083,distribucioneszeux0105@gmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,CAFETERIA Y FRUTERIA LAS DELICIAS YOPAL,633214959,CL 14 CON K 5 CASETA 21,00137 - CONJUNTO RESIDENCIAL LA DECISION,3138471582,elielizabeth50e@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
